,Id,Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross,Profitability,RBR,Genres,Name,Primary Profession
1041,63,2014,Frontera,2300000,59696,59696,-2180608,0.051909565217391304,Action,Jesse Estrada,"director,writer,editor"
1041,63,2014,Frontera,2300000,59696,59696,-2180608,0.051909565217391304,Drama,Jesse Estrada,"director,writer,editor"
1041,63,2014,Frontera,2300000,59696,59696,-2180608,0.051909565217391304,Thriller,Jesse Estrada,"director,writer,editor"
1042,63,2014,Frontera,2300000,59696,59696,-2180608,0.051909565217391304,Action,Jake Thomas Armbruster,"cinematographer,director,actor"
1042,63,2014,Frontera,2300000,59696,59696,-2180608,0.051909565217391304,Drama,Jake Thomas Armbruster,"cinematographer,director,actor"
1042,63,2014,Frontera,2300000,59696,59696,-2180608,0.051909565217391304,Thriller,Jake Thomas Armbruster,"cinematographer,director,actor"
1043,50,1999,The Gambler,3000000,51773,101773,-2846454,0.051182,Drama,Szabolcs Hajdu,"actor,director,writer"
1044,50,1999,The Gambler,3000000,51773,101773,-2846454,0.051182,Drama,Rupert Wyatt,"producer,director,writer"
1045,50,1999,The Gambler,3000000,51773,101773,-2846454,0.051182,Drama,Ignas Jonynas,"director,actor,writer"
1046,50,1999,The Gambler,3000000,51773,101773,-2846454,0.051182,Drama,Ross Whitaker,"director,producer,cinematographer"
1047,50,1999,The Gambler,3000000,51773,101773,-2846454,0.051182,Drama,Tom Emmatty,"director,actor"
1050,48,2019,Braid,1660000,0,80745,-1579255,0.04864156626506024,Horror,Mitzi Peirone,"actress,director,writer"
1050,48,2019,Braid,1660000,0,80745,-1579255,0.04864156626506024,Mystery,Mitzi Peirone,"actress,director,writer"
1050,48,2019,Braid,1660000,0,80745,-1579255,0.04864156626506024,Thriller,Mitzi Peirone,"actress,director,writer"
1054,76,2012,"Pink Ribbons, Inc.",1200000,26608,26608,-1146784,0.044346666666666666,Documentary,Léa Pool,"director,writer,miscellaneous"
1057,63,2013,Antiviral,3100000,0,123407,-2976593,0.039808709677419354,Horror,Brandon Cronenberg,"director,writer,editor"
1057,63,2013,Antiviral,3100000,0,123407,-2976593,0.039808709677419354,Sci-Fi,Brandon Cronenberg,"director,writer,editor"
1057,63,2013,Antiviral,3100000,0,123407,-2976593,0.039808709677419354,Thriller,Brandon Cronenberg,"director,writer,editor"
1061,33,2014,The Word,200000,3648,3648,-192704,0.03648,Drama,Gregory W. Friedle,"director,actor,writer"
1062,33,2014,The Word,200000,3648,3648,-192704,0.03648,Drama,Anna Kazejak,"director,writer,assistant_director"
1065,93,2008,Special,1000000,7202,26822,-965976,0.034024,Drama,Ann P Meredith,"director,producer,writer"
1066,27,2014,Faith Connections,550000,9111,9111,-531778,0.03313090909090909,Biography,Pan Nalin,"writer,director,producer"
1066,27,2014,Faith Connections,550000,9111,9111,-531778,0.03313090909090909,Documentary,Pan Nalin,"writer,director,producer"
1066,27,2014,Faith Connections,550000,9111,9111,-531778,0.03313090909090909,Drama,Pan Nalin,"writer,director,producer"
1068,79,2013,Stitches,2000000,0,63555,-1936445,0.0317775,Horror,Conor McMahon,"editor,editorial_department,director"
1069,79,2013,Stitches,2000000,0,63555,-1936445,0.0317775,Horror,Miroslav Terzic,"director,assistant_director,actor"
1070,79,2013,Stitches,2000000,0,63555,-1936445,0.0317775,Horror,Trevor Fleming,"producer,director,actor"
1071,79,2013,Stitches,2000000,0,63555,-1936445,0.0317775,Horror,Lee Isserow,"editor,producer,director"
1072,79,2013,Stitches,2000000,0,63555,-1936445,0.0317775,Horror,Joe Black,"director,actor,writer"
1074,88,2015,Hits,1000000,15156,15156,-969688,0.030312,Comedy,David Cross,"actor,writer,producer"
1074,88,2015,Hits,1000000,15156,15156,-969688,0.030312,Drama,David Cross,"actor,writer,producer"
1076,49,2013,Sparrows Dance,175000,2602,2602,-169796,0.029737142857142858,Comedy,Noah Buschel,"director,writer"
1076,49,2013,Sparrows Dance,175000,2602,2602,-169796,0.029737142857142858,Drama,Noah Buschel,"director,writer"
1076,49,2013,Sparrows Dance,175000,2602,2602,-169796,0.029737142857142858,Romance,Noah Buschel,"director,writer"
1077,58,2014,They Came Together,3000000,0,82780,-2917220,0.027593333333333334,Comedy,David Wain,"writer,actor,producer"
1077,58,2014,They Came Together,3000000,0,82780,-2917220,0.027593333333333334,Romance,David Wain,"writer,actor,producer"
1081,89,2000,The Specials,1000000,12996,12996,-974008,0.025992,Comedy,Éric Toledano,"writer,director,producer"
1082,89,2000,The Specials,1000000,12996,12996,-974008,0.025992,Comedy,Olivier Nakache,"writer,director,producer"
1083,64,2011,Redemption Road,2300000,29384,29384,-2241232,0.025551304347826088,Drama,Mario Van Peebles,"actor,director,writer"
1084,3,2017,Departure,1100000,0,27561,-1072439,0.025055454545454544,Drama,Satie Gossett,"producer,director,miscellaneous"
1084,3,2017,Departure,1100000,0,27561,-1072439,0.025055454545454544,Romance,Satie Gossett,"producer,director,miscellaneous"
1085,3,2017,Departure,1100000,0,27561,-1072439,0.025055454545454544,Drama,Maria Kuracheva,director
1085,3,2017,Departure,1100000,0,27561,-1072439,0.025055454545454544,Romance,Maria Kuracheva,director
1086,3,2017,Departure,1100000,0,27561,-1072439,0.025055454545454544,Drama,Keith LaFountaine,"writer,director,cinematographer"
1086,3,2017,Departure,1100000,0,27561,-1072439,0.025055454545454544,Romance,Keith LaFountaine,"writer,director,cinematographer"
1087,3,2017,Departure,1100000,0,27561,-1072439,0.025055454545454544,Drama,Andrew Steggall,"director,writer,producer"
1087,3,2017,Departure,1100000,0,27561,-1072439,0.025055454545454544,Romance,Andrew Steggall,"director,writer,producer"
1088,3,2017,Departure,1100000,0,27561,-1072439,0.025055454545454544,Drama,Dustin Jenkins,"camera_department,director,writer"
1088,3,2017,Departure,1100000,0,27561,-1072439,0.025055454545454544,Romance,Dustin Jenkins,"camera_department,director,writer"
1089,3,2017,Departure,1100000,0,27561,-1072439,0.025055454545454544,Drama,Shahriar Shafiani,"writer,director,editor"
1089,3,2017,Departure,1100000,0,27561,-1072439,0.025055454545454544,Romance,Shahriar Shafiani,"writer,director,editor"
1090,3,2017,Departure,1100000,0,27561,-1072439,0.025055454545454544,Drama,Christophe Nizou,director
1090,3,2017,Departure,1100000,0,27561,-1072439,0.025055454545454544,Romance,Christophe Nizou,director
1091,3,2017,Departure,1100000,0,27561,-1072439,0.025055454545454544,Drama,Daniel Aguera,"director,actor,writer"
1091,3,2017,Departure,1100000,0,27561,-1072439,0.025055454545454544,Romance,Daniel Aguera,"director,actor,writer"
1092,3,2017,Departure,1100000,0,27561,-1072439,0.025055454545454544,Drama,Semih Bedir,"director,actor,writer"
1092,3,2017,Departure,1100000,0,27561,-1072439,0.025055454545454544,Romance,Semih Bedir,"director,actor,writer"
1095,57,2014,Locker 13,300000,3496,3496,-293008,0.023306666666666667,Thriller,Jason Marsden,"actor,producer,director"
1096,57,2014,Locker 13,300000,3496,3496,-293008,0.023306666666666667,Thriller,Matthew Mebane,"camera_department,director,producer"
1097,57,2014,Locker 13,300000,3496,3496,-293008,0.023306666666666667,Thriller,Donovan Montierth,"producer,writer,director"
1098,57,2014,Locker 13,300000,3496,3496,-293008,0.023306666666666667,Thriller,Adam Montierth,"producer,writer,director"
1099,57,2014,Locker 13,300000,3496,3496,-293008,0.023306666666666667,Thriller,Bruce Dellis,"writer,director,producer"
1108,1,2015,Karachi se Lahore,1000000,0,17721,-982279,0.017721,Adventure,Wajahat Rauf,"producer,director,actor"
1108,1,2015,Karachi se Lahore,1000000,0,17721,-982279,0.017721,Comedy,Wajahat Rauf,"producer,director,actor"
1108,1,2015,Karachi se Lahore,1000000,0,17721,-982279,0.017721,Family,Wajahat Rauf,"producer,director,actor"
1111,67,2012,The First Time,2000000,17061,17061,-1965878,0.017061,Comedy,Luo Jinyao,director
1111,67,2012,The First Time,2000000,17061,17061,-1965878,0.017061,Drama,Luo Jinyao,director
1111,67,2012,The First Time,2000000,17061,17061,-1965878,0.017061,Romance,Luo Jinyao,director
1112,67,2012,The First Time,2000000,17061,17061,-1965878,0.017061,Comedy,Jonathan Kasdan,"actor,writer,director"
1112,67,2012,The First Time,2000000,17061,17061,-1965878,0.017061,Drama,Jonathan Kasdan,"actor,writer,director"
1112,67,2012,The First Time,2000000,17061,17061,-1965878,0.017061,Romance,Jonathan Kasdan,"actor,writer,director"
1113,22,2016,Time to Choose,3500000,29233,29233,-3441534,0.01670457142857143,Documentary,Charles Ferguson,"producer,director,writer"
1116,43,2012,The Giant Mechanical Man,900000,7396,7396,-885208,0.016435555555555554,Comedy,Lee Kirk,"writer,actor,director"
1116,43,2012,The Giant Mechanical Man,900000,7396,7396,-885208,0.016435555555555554,Drama,Lee Kirk,"writer,actor,director"
1116,43,2012,The Giant Mechanical Man,900000,7396,7396,-885208,0.016435555555555554,Romance,Lee Kirk,"writer,actor,director"
1117,81,2011,Griff the Invisible,2900000,20778,25935,-2853287,0.01610793103448276,Comedy,Leon Ford,"actor,writer,director"
1117,81,2011,Griff the Invisible,2900000,20778,25935,-2853287,0.01610793103448276,Drama,Leon Ford,"actor,writer,director"
1117,81,2011,Griff the Invisible,2900000,20778,25935,-2853287,0.01610793103448276,Romance,Leon Ford,"actor,writer,director"
1118,73,2013,Plush,2000000,3080,28864,-1968056,0.015972,Drama,Catherine Hardwicke,"director,production_designer,producer"
1118,73,2013,Plush,2000000,3080,28864,-1968056,0.015972,Music,Catherine Hardwicke,"director,production_designer,producer"
1118,73,2013,Plush,2000000,3080,28864,-1968056,0.015972,Thriller,Catherine Hardwicke,"director,production_designer,producer"
1119,59,2013,Open Road,3000000,0,47469,-2952531,0.015823,Action,Marcio Garcia,"actor,producer,director"
1119,59,2013,Open Road,3000000,0,47469,-2952531,0.015823,Drama,Marcio Garcia,"actor,producer,director"
1119,59,2013,Open Road,3000000,0,47469,-2952531,0.015823,Thriller,Marcio Garcia,"actor,producer,director"
1120,57,2003,Nothing,4000000,0,63180,-3936820,0.015795,Sci-Fi,Daryush Shokof,"writer,producer,director"
1121,57,2003,Nothing,4000000,0,63180,-3936820,0.015795,Sci-Fi,Abdolreza Kahani,"director,writer,producer"
1122,57,2003,Nothing,4000000,0,63180,-3936820,0.015795,Sci-Fi,Marco Romano,"director,writer,producer"
1124,48,2015,The Opposite Sex,3300000,0,50206,-3249794,0.015213939393939394,Comedy,Jonathan Silverman,"actor,miscellaneous,producer"
1125,48,2015,The Opposite Sex,3300000,0,50206,-3249794,0.015213939393939394,Comedy,Jennifer Finnigan,"actress,producer,director"
1126,23,2015,Julija in alfa Romeo,560000,0,8462,-551538,0.015110714285714286,Comedy,Blaz Zavrsnik,"director,writer,producer"
1128,77,2018,Blood Feast,1200000,8708,8708,-1182584,0.014513333333333333,Horror,Marcel Walz,"director,writer,producer"
1129,51,2014,13 Sins,4000000,9134,47552,-3943314,0.0141715,Horror,Daniel Stamm,"director,writer"
1129,51,2014,13 Sins,4000000,9134,47552,-3943314,0.0141715,Thriller,Daniel Stamm,"director,writer"
1130,94,2015,The Sisterhood of Night,1000000,6870,6870,-986260,0.01374,Drama,Caryn Waechter,"director,camera_department,cinematographer"
1130,94,2015,The Sisterhood of Night,1000000,6870,6870,-986260,0.01374,Mystery,Caryn Waechter,"director,camera_department,cinematographer"
1130,94,2015,The Sisterhood of Night,1000000,6870,6870,-986260,0.01374,Thriller,Caryn Waechter,"director,camera_department,cinematographer"
1131,22,2011,The Harvest/La Cosecha,560000,3709,3709,-552582,0.013246428571428572,Documentary,U. Roberto Romano,"camera_department,director,cinematographer"
1132,16,2016,They Will Have to Kill Us First,600000,0,7943,-592057,0.013238333333333333,Documentary,Johanna Schwartz,"director,producer"
1134,91,2015,Along the Roadside,250000,0,3234,-246766,0.012936,Comedy,Zoran Lisinac,"director,executive,writer"
1134,91,2015,Along the Roadside,250000,0,3234,-246766,0.012936,Music,Zoran Lisinac,"director,executive,writer"
1134,91,2015,Along the Roadside,250000,0,3234,-246766,0.012936,Romance,Zoran Lisinac,"director,executive,writer"
1139,25,2011,The Kick,3500000,0,40622,-3459378,0.011606285714285715,Action,Prachya Pinkaew,"producer,director,writer"
1139,25,2011,The Kick,3500000,0,40622,-3459378,0.011606285714285715,Sport,Prachya Pinkaew,"producer,director,writer"
1140,58,2015,The Looking Glass,300000,1711,1711,-296578,0.011406666666666667,Fantasy,John D. Hancock,"director,writer,producer"
1141,58,2015,The Looking Glass,300000,1711,1711,-296578,0.011406666666666667,Fantasy,Colin Downey,"cinematographer,director,writer"
1142,15,2015,Drunk Wedding,600000,3301,3301,-593398,0.011003333333333334,Comedy,Nick Weiss,"director,writer,assistant_director"
1144,44,2011,Forget Me Not,1300000,0,13465,-1286535,0.010357692307692307,Romance,Jo Rogers,"miscellaneous,producer,director"
1145,44,2011,Forget Me Not,1300000,0,13465,-1286535,0.010357692307692307,Romance,Albert Kai-kwong Mak,"assistant_director,director,miscellaneous"
1146,44,2011,Forget Me Not,1300000,0,13465,-1286535,0.010357692307692307,Romance,Kei Horie,"actor,director,writer"
1147,44,2011,Forget Me Not,1300000,0,13465,-1286535,0.010357692307692307,Romance,Yannis Fagras,"producer,director,writer"
1148,44,2011,Forget Me Not,1300000,0,13465,-1286535,0.010357692307692307,Romance,Alexander Holt,"assistant_director,director,producer"
1149,44,2011,Forget Me Not,1300000,0,13465,-1286535,0.010357692307692307,Romance,Hideyuki Hirayama,"director,assistant_director,writer"
1150,44,2011,Forget Me Not,1300000,0,13465,-1286535,0.010357692307692307,Romance,Lance Roehrig,"assistant_director,director,producer"
1151,44,2011,Forget Me Not,1300000,0,13465,-1286535,0.010357692307692307,Romance,Jan Jaap Kuiper,"director,cinematographer,writer"
1152,44,2011,Forget Me Not,1300000,0,13465,-1286535,0.010357692307692307,Romance,Kai Chen,"director,writer,producer"
1153,44,2011,Forget Me Not,1300000,0,13465,-1286535,0.010357692307692307,Romance,Cici Zhu,"director,writer,editor"
1154,44,2011,Forget Me Not,1300000,0,13465,-1286535,0.010357692307692307,Romance,Sun Hee Engelstoft,"cinematographer,director"
1155,69,2010,Circle,2000000,10024,10024,-1979952,0.010024,Horror,Michael W. Watkins,"producer,director,cinematographer"
1155,69,2010,Circle,2000000,10024,10024,-1979952,0.010024,Thriller,Michael W. Watkins,"producer,director,cinematographer"
1156,69,2010,Circle,2000000,10024,10024,-1979952,0.010024,Horror,Valentina Monti,"director,writer,cinematographer"
1156,69,2010,Circle,2000000,10024,10024,-1979952,0.010024,Thriller,Valentina Monti,"director,writer,cinematographer"
1157,69,2010,Circle,2000000,10024,10024,-1979952,0.010024,Horror,Heath Thompson,"actor,director,writer"
1157,69,2010,Circle,2000000,10024,10024,-1979952,0.010024,Thriller,Heath Thompson,"actor,director,writer"
1158,69,2010,Circle,2000000,10024,10024,-1979952,0.010024,Horror,Aaron Hann,"director,writer,cinematographer"
1158,69,2010,Circle,2000000,10024,10024,-1979952,0.010024,Thriller,Aaron Hann,"director,writer,cinematographer"
1159,69,2010,Circle,2000000,10024,10024,-1979952,0.010024,Horror,Mario Miscione,"producer,writer,director"
1159,69,2010,Circle,2000000,10024,10024,-1979952,0.010024,Thriller,Mario Miscione,"producer,writer,director"
1160,69,2010,Circle,2000000,10024,10024,-1979952,0.010024,Horror,Tanmoy Roy,"director,writer,producer"
1160,69,2010,Circle,2000000,10024,10024,-1979952,0.010024,Thriller,Tanmoy Roy,"director,writer,producer"
1162,49,2002,Sonny,4000000,17639,17639,-3964722,0.0088195,Drama,Larisa Sadilova,"director,writer,editor"
1163,49,2002,Sonny,4000000,17639,17639,-3964722,0.0088195,Drama,Aurelio Ocampo Jr.,"director,editor,writer"
1165,51,2015,Windsor Drive,850000,3256,3256,-843488,0.0076611764705882355,Mystery,Natalie Bible',"producer,editor,director"
1165,51,2015,Windsor Drive,850000,3256,3256,-843488,0.0076611764705882355,Thriller,Natalie Bible',"producer,editor,director"
1166,40,2008,August,3400000,12636,12636,-3374728,0.007432941176470588,Drama,Eldar Rapaport,"director,writer,producer"
1166,40,2008,August,3400000,12636,12636,-3374728,0.007432941176470588,Romance,Eldar Rapaport,"director,writer,producer"
1167,40,2008,August,3400000,12636,12636,-3374728,0.007432941176470588,Drama,Oskari Sipola,"writer,director,casting_department"
1167,40,2008,August,3400000,12636,12636,-3374728,0.007432941176470588,Romance,Oskari Sipola,"writer,director,casting_department"
1168,40,2008,August,3400000,12636,12636,-3374728,0.007432941176470588,Drama,Bahman Kamyar,"producer,director,writer"
1168,40,2008,August,3400000,12636,12636,-3374728,0.007432941176470588,Romance,Bahman Kamyar,"producer,director,writer"
1170,65,2014,Born to Fly: Elizabeth Streb vs. Gravity,500000,1822,1822,-496356,0.007288,Action,Catherine Gund,"producer,director,cinematographer"
1170,65,2014,Born to Fly: Elizabeth Streb vs. Gravity,500000,1822,1822,-496356,0.007288,Biography,Catherine Gund,"producer,director,cinematographer"
1170,65,2014,Born to Fly: Elizabeth Streb vs. Gravity,500000,1822,1822,-496356,0.007288,Documentary,Catherine Gund,"producer,director,cinematographer"
1171,66,2013,Detention of the Dead,500000,1778,1778,-496444,0.007112,Action,Alex Craig Mann,"actor,director,writer"
1171,66,2013,Detention of the Dead,500000,1778,1778,-496444,0.007112,Adventure,Alex Craig Mann,"actor,director,writer"
1171,66,2013,Detention of the Dead,500000,1778,1778,-496444,0.007112,Comedy,Alex Craig Mann,"actor,director,writer"
1173,14,2015,Vaalu,1900000,0,12444,-1887556,0.006549473684210526,Comedy,Vijay Chandar,"director,writer,soundtrack"
1173,14,2015,Vaalu,1900000,0,12444,-1887556,0.006549473684210526,Romance,Vijay Chandar,"director,writer,soundtrack"
1180,54,2014,Falcon Rising,4500000,11774,11774,-4476452,0.0052328888888888885,Action,Ernie Barbarash,"director,producer,writer"
1180,54,2014,Falcon Rising,4500000,11774,11774,-4476452,0.0052328888888888885,Adventure,Ernie Barbarash,"director,producer,writer"
